Naam,Alternatieve namen,Plaats,Beginjaar,Eindjaar,Einddatum,Levensbeschouwing
Argus,,Amsterdam,Voetbal,1932,,Neutraal
Argus,,Apeldoorn,Voetbal,1922,1927,Neutraal
Aristides,,Leeuwarden,Voetbal,1929,1943,Neutraal
Aristides,Eendracht,Leeuwarden,Voetbal,1923,1925,Neutraal
Arkel,A.S.V.,Arkel,Voetbal,1928,,Neutraal
Armada,,Schinnen,Voetbal,1912,1923,Neutraal
Armada,,Schinnen,Voetbal,1920,1924,Neutraal
Armada,,Grevenbicht,Voetbal,1936,,Rooms-katholiek
Armada,V.D.S. (Vriendschap Door Samenspel),Uffelte,Voetbal,1930,1939,Neutraal
Armada,,Schimmert,Voetbal,1912,1915,Neutraal
Arminia,Geel Rood,Enschede,Voetbal,1923,1933,Neutraal
Arminia,Sportlust,Glanerbrug,Voetbal,1921,1923,Neutraal
Arnauten,Vitesse,Zaltbommel,Voetbal,1913,1915,Neutraal
Arnemuiden,A.S.C. (Arnemuidsche Sport Club),Arnemuiden,Voetbal,1932,1940,Neutraal
Arnhem,,Arnhem,Voetbal,1911,1913,Neutraal
Arnhem,Geel Zwart,Arnhem,Voetbal,1916,1919,Neutraal
Arnhem,N.O.A.D.,Arnhem,Voetbal,1913,1915,Neutraal
Arnhem,T.O.P.,Arnhem,Voetbal,1914,1916,Neutraal
Arnhem,O.D.O.,Arnhem,Voetbal,1914,1933,Neutraal
Arnhem,Rood Wit,Arnhem,Voetbal,1923,1923,Neutraal
Arnhem,,Arnhem,Voetbal,1920,1923,Neutraal
Arnhem,Oranje Wit,Arnhem,Voetbal,1931,1939,Neutraal
Arnhem (voetbalgroep),,Arnhem,Voetbal,1930,,Socialistisch
Arnhemia,Gelria,Arnhem,Voetbal,1913,1915,Neutraal
Arnhemia,Gelre,Arnhem,Voetbal,1920,1922,Neutraal
Arnhemia,,Arnhem,Voetbal,1928,1933,Neutraal
Arnhemia,Transvalia,Arnhem,Voetbal,1923,1925,Neutraal
Arnhemia,,Arnhem,Voetbal,1917,1919,Neutraal
Arnhemsche Boys,,Arnhem,Voetbal,1919,,Neutraal
Arnhemsche cricket- en voetbalvereeniging Vitesse,,Arnhem,Voetbal,1887,1891,Neutraal
Arnhemsche football-vereeniging Go-On,,Arnhem,Voetbal,1890,1890,Neutraal
Arnhemsche Trappers,Olympia,Arnhem,Voetbal,1923,1924,Neutraal
Arnhemsche Voetbal Club Olympia,,Arnhem,Voetbal,1896,1910,Neutraal
Arnhemsche voetbalvereeniging Celeritas,,Arnhem,Voetbal,1897,,Neutraal
Arnoldi,,Rotterdam,Voetbal,1910,1912,Neutraal
Arnoldi,,Rotterdam,Voetbal,1913,1917,Neutraal
Arsenal,,Rotterdam,Voetbal,1934,1937,Neutraal
A.R.T.A. (Always Ready To Attack),S.K.A.,Amsterdam,Voetbal,1931,,Neutraal
Arum,A.V.V.,Arum,Voetbal,1937,,Neutraal
Asahel,,Den Bosch,Voetbal,1921,1922,Joods
A.S.C. (Ajax Sportman Combinatie),,Leiden,Voetbal,1918,,Neutraal
A.S.C. (Aloysius Sport Club),,Zoeterwoude,Voetbal,1929,1936,Rooms-katholiek
A.S.C. (Amsterdamsche Sport Club),,Amsterdam,Voetbal,1920,,Neutraal
A.S.C.H.,,Amsterdam,Voetbal,1936,1939,Neutraal
A.S.C.H.,,Amsterdam,Voetbal,1935,,Socialistisch
A.S.D.O.,,Dordrecht,Voetbal,1938,1938,Neutraal
A.S.N.O.D. (Al Strevend Naar Ons Doel),Amicitia,Lunteren,Voetbal,1932,,Neutraal
Asperen,A.V.V.,Asperen,Voetbal,1930,1941,Neutraal
A.S.R. (Amsterdamsche StadsReiniging),G.R.A.,Amsterdam,Voetbal,1925,,Neutraal
A.S.S. (Almelosche Spoorweg Sportclub),,Almelo,Voetbal,1922,1933,Neutraal
Ass. Cass.,Ass Cass Bergmann,Amsterdam,Voetbal,1921,,Neutraal
Ass Cass Bergmann,,Amsterdam,Voetbal,1924,1924,Neutraal
Asselt,A.S.V.,Asselt (Swalmen),Voetbal,1923,1941,Rooms-katholiek
Assen,Sparta,Assen,Voetbal,1914,1918,Neutraal
Assen,,Assen,Voetbal,1922,1926,Neutraal
Assen,,Assen,Voetbal,1927,1938,Neutraal
Assendelft,,Assendelft,Voetbal,1912,,Neutraal
Asser Boys,,Assen,Voetbal,1923,1926,Neutraal
Asser Boys,Blauw Wit,Assen,Voetbal,1919,,Neutraal
Asten,N.O.A.D.,Asten,Voetbal,1919,1922,Rooms-katholiek
Astoria,Herta,Heerlerheide,Voetbal,1924,1926,Neutraal
Astoria,Asjes,Nijmegen,Voetbal,1937,,Neutraal
Astrantia,,Middelaar,Voetbal,1928,,Rooms-katholiek
Astrantia,,Middelaar,Voetbal,1920,1925,Rooms-katholiek
Astrea,Quick,Groningen,Voetbal,1932,,Neutraal
A.S.V.,,Leiden ?,Voetbal,1939,,Neutraal
A.S.V.,,Gorinchem,Voetbal,1929,1929,Socialistisch
A.S.V.,,onbekend Limburg,Voetbal,1920,1921,Neutraal
A.S.V.,,Amersfoort?,Voetbal,1923,1924,Neutraal
A.S.V.,,Apeldoorn,Voetbal,1911,1911,Neutraal
A.S.V.,,Schiedam,Voetbal,1932,,Neutraal
A.S.V.,,Ravenstein,Voetbal,1930,,Rooms-katholiek
A.S.V.,,Amby (Maastricht),Voetbal,1919,1920,Rooms-katholiek
A.S.V. 1929 (Ambtenaren Sport Vereeniging),,Hengelo,Voetbal,1929,1930,Neutraal
A.S.V. (Aarle-Rixtel Sport Vereeniging),,Aarle-Rixtel,Voetbal,1933,,Rooms-katholiek
A.S.V. (Andijker Sport Vereeniging),Andijk,Andijk,Voetbal,1918,,Neutraal
A.S.V. (Arbeiders Sport Vereeniging),,Haarlem,Voetbal,1928,1929,Socialistisch
A.S.V.B.,,Amsterdam,Voetbal,1931,1937,Neutraal
A.S.V.K. (Amsterdamsche Sportvereeniging Kattenburg),Zwaluwen,Amsterdam,Voetbal,1933,1974,Neutraal
A.S.V.U. (Antonius Sport Vereeniging Ulft),A.V.V.U.,Ulft,Voetbal,1931,1938,Rooms-katholiek
A.S.V.W. (Amsterdamse Sport Vereniging Wittenburg),,Amsterdam,Voetbal,1938,1941,Neutraal
A.S.W. (Altijd Sterker Worden),,Dordrecht,Voetbal,1920,,Neutraal
A.S.W. (Altijd Sterker Worden of Altijd Sporten Wij),,Hendrik-Ido-Ambacht,Voetbal,1929,,Protestants-christelijk
A.T.A.,,Ter Apel,Voetbal,1934,,Socialistisch
Atam,,Den Haag?,Voetbal,1931,1931,Neutraal
Atax,,Amsterdam,Voetbal,1938,1941,Neutraal
A.T.B.,,Amsterdam,Voetbal,1920,1921,Neutraal
A.T.C.,,Amsterdam,Voetbal,1933,,Protestants-christelijk
A.T.C.,,Dordrecht,Voetbal,1931,1937,Neutraal
A.T.C. (zaterdag),A.T.A.M. (zaterdag)//A.C.V.V.//A.T.A.M.,Den Haag,Voetbal,1934,1941,Neutraal
A.T.C.R.C.,A.T.C.,Amsterdam,Voetbal,1939,1941,Neutraal
Athene,Victoria,Den Haag,Voetbal,1935,1936,Neutraal
Atjeh,,Amsterdam,Voetbal,1922,1926,Neutraal
A.T.L.,,Amsterdam,Voetbal,1932,1933,Protestants-christelijk
Atlas,Stormvogels//V.V.S.,Den Helder,Voetbal,1923,1928,Neutraal
Atlas,,Den Helder,Voetbal,1932,,Neutraal
A.T.O. (Altijd Ter Overwinning),,Utrecht,Voetbal,1930,1939,Neutraal
A.T.S.,,Delfzijl,Voetbal,1924,1937,Neutraal
Attentie,V.I.O.S.,Emmer-Compascuum,Voetbal,1923,1941,Neutraal
Attila,Hercules,Witten bij Assen,Voetbal,1925,,Neutraal
Attila,A.V.V.V.,Assen,Voetbal,1913,1924,Neutraal
Attila,,Assen,Voetbal,1928,1937,Neutraal
A.T.T.O.,B.W.S.V.,Amsterdam,Voetbal,1932,1936,Neutraal
A.T.T.O.,Hercules,Amsterdam,Voetbal,1923,1927,Neutraal
A.T.T.O.,A.T.T.O.//A.S.T.O.,Amsterdam,Voetbal,1916,1922,Neutraal
A.T.T.O.,D.W.S.,Amsterdam,Voetbal,1912,1922,Neutraal
A.T.V.V.,T.V.V.,Den Haag,Voetbal,1933,,Neutraal
A.T.W. (Allen Tegenstand Weren),,Amsterdam,Voetbal,1940,1942,Neutraal
Audax,,Veldhoven,Voetbal,1915,1924,Rooms-katholiek
Augustinusga,,Augustinusga,Voetbal,1935,1938,Neutraal
Aurora,,Werkhoven,Voetbal,1930,,Rooms-katholiek
Aurora,,Bergen Lb,Voetbal,1933,1937,Rooms-katholiek
Aurora,D.O.V.//O.V.,Schoten (Haarlem),Voetbal,1919,1933,Neutraal
Austerlitz,,Austerlitz,Voetbal,1934,,Neutraal
A.V.A.,Attilla,Groningen,Voetbal,1928,1930,Neutraal
A.V.A.,P.V.V.//Paterswolde,Paterswolde,Voetbal,1928,,Neutraal
A.V.A. 1845 (zaterdag),Nefala (zaterdag),Den Haag,Voetbal,1923,,Neutraal
Avance,Avanti,Nederhorst den Berg,Voetbal,1931,1967,Neutraal
Avanti,,Glanerbrug,Voetbal,1930,,Rooms-katholiek
Avanti,,Roermond,Voetbal,1918,1925,Rooms-katholiek
Avanti,De Zwaluwen,Roermond,Voetbal,1928,1931,Rooms-katholiek
Avanti,,Wolvega,Voetbal,1921,1926,Neutraal
Avanti,Velocitas,Amsterdam,Voetbal,1911,1938,Neutraal
A.V.B.,,Aarlanderveen,Voetbal,1933,,Rooms-katholiek
A.V.C.,,Asenraij (Roermond),Voetbal,1928,,Neutraal
A.V.C.,,Vianen,Voetbal,1913,,Neutraal
A.V.C.,,Akkrum,Voetbal,1913,1918,Neutraal
A.V.C.,,Breda,Voetbal,1912,1915,Neutraal
A.V.C.,,Afferden (Druten),Voetbal,1920,,Rooms-katholiek
A.V.C.,D.V.O. (Door Vrienden Opgericht),Amersfoort,Voetbal,1921,1930,Neutraal
A.V.C.,,Arnhem,Voetbal,1920,1921,Neutraal
A.V.C. (Akkrummer Voetbal Club),,Akkrum,Voetbal,1920,1924,Neutraal
A.V.C. (Amsterdamsche Voetbal Club),De Stucadoor,Amsterdam,Voetbal,1931,,Neutraal
A.V.C. (Amsterdamse Voetbal Club),,Amsterdam,Voetbal,1931,,Socialistisch
A.V.C. (Apeldoornsche Voetbal Club),,Apeldoorn,Voetbal,1903,1905,Neutraal
A.V.C. (Apeldoornsche Voetbal Club),Volharding,Apeldoorn,Voetbal,1906,1911,Neutraal
A.V.C. (Asenraysche Voetbal Club?),,Asenraij (Roermond),Voetbal,1926,1930,Rooms-katholiek
A.V.C. (Asenraysche Voetbal Club),,Asenraij (Roermond),Voetbal,1935,,Rooms-katholiek
A.V.C. Vooruit,,Vriezenveen,Voetbal,1931,1932,Socialistisch
A.V.E.,,Apeldoorn,Voetbal,1913,1914,Neutraal
A.V.E.,,Alverna (Wijchen),Voetbal,1928,,Rooms-katholiek
A.V.E.D.,,Arnhem,Voetbal,1917,1919,Neutraal
A.V.G.,Gorki's V.V.,Rotterdam,Voetbal,1931,1939,Neutraal
Avia,,Den Helder,Voetbal,1920,1922,Neutraal
A.V.I.B.,,Rotterdam,Voetbal,1940,1940,Neutraal
Avim (zaterdag),,Rotterdam,Voetbal,1929,,Neutraal
Aviolanda,,Papendrecht,Voetbal,1939,,Neutraal
A.V.M.,,Breda,Voetbal,1922,1923,Neutraal
A.V.M.,,Gilze,Voetbal,1915,,Rooms-katholiek
A.V.M.,,Nijmegen,Voetbal,1918,,Rooms-katholiek
A.V.M.,Steeds Hooger,Oud-Beijerland,Voetbal,1930,1940,Neutraal
A.V.O.,Advendo,Rotterdam,Voetbal,1932,,Neutraal
A.V.O.G. (Altijd Voor Ons Genoegen) (ook zaterdag),V.O.G.,Amsterdam,Voetbal,1919,1938,Neutraal
Avok&#233;,Sportvereeniging,Sauwerd,Voetbal,1939,,Neutraal
A.V.S. (Abraham Van Stolk),,Rotterdam,Voetbal,1920,,Neutraal
A.V.V.,,Den Haag,Voetbal,1940,,Neutraal
A.V.V.,,Aalbeek,Voetbal,1931,1938,Rooms-katholiek
A.V.V.,,Asperen ?,Voetbal,1935,1935,Neutraal
A.V.V.,,Veendam,Voetbal,1937,1939,Neutraal
A.V.V.,,Rotterdam,Voetbal,1931,,Socialistisch
A.V.V.,Hellas,Amsterdam,Voetbal,1927,1931,Neutraal
A.V.V.,,Asenraij (Roermond),Voetbal,1922,1924,Rooms-katholiek
A.V.V.,,Ammerstol,Voetbal,1932,1936,Neutraal
A.V.V.,,Alkmaar,Voetbal,1906,1908,Neutraal
A.V.V.,,Ammerzoden,Voetbal,1929,1931,Rooms-katholiek
A.V.V. (Almelosche Voetbal Vrienden),Tubanters,Almelo,Voetbal,1921,1923,Neutraal
A.V.V. (Aloysius' Voetbal Vereeniging),,Leidschendam (Veur),Voetbal,1921,,Rooms-katholiek
A.V.V. (Ambtenaren Voetbal Vereeniging),,Wassenaar,Voetbal,1923,1940,Neutraal
A.V.V. Amstel,,Amsterdam,Voetbal,1902,1903,Neutraal
A.V.V. (Amsterdamsche Voetbal Vereeniging),,Amsterdam,Voetbal,1893,1917,Neutraal
A.V.V. Bilthoven (zaterdag),,Bilthoven,Voetbal,1927,1938,Neutraal
A.V.V. Vooruitgang,,Amsterdam,Voetbal,1900,1905,Neutraal
A.V.V. (zaterdag),,Nijmegen,Voetbal,1934,1938,Neutraal
A.V.V.O. [Alphensche Voetbal Vereeniging Olympia?],Olympia,Alphen aan den Rijn,Voetbal,1908,1909,Neutraal
A.V.V.S.,,Schiedam,Voetbal,1930,,Socialistisch
A.V.W.,,Breda,Voetbal,1907,1908,Neutraal
A.V.W. (Arnhemsche Voetbalvereeniging Wilhelmina),Wilhelmina,Arnhem,Voetbal,1915,,Neutraal
A.W.A.,Allen Weerbaar,Amsterdam,Voetbal,1908,1918,Neutraal
A.W.A.,D.J.S.,Amsterdam,Voetbal,1920,1926,Neutraal
A.W.R.,,Amsterdam,Voetbal,1933,1933,Socialistisch
A.W.V.V.,,Den Haag,Voetbal,1938,1941,Neutraal
Axel,Wilhelmina,Axel,Voetbal,1911,,Neutraal
A.Z.C. (Algemeene Zutphensche Combinatie),A.Z.C. (A.A.C. Zutphen Combinatie),Zutphen,Voetbal,1918,,Neutraal
Azelina,,Zevenbergen,Voetbal,1921,1922,Neutraal
Azewijn,,Azewijn (Bergh),Voetbal,1934,1934,Rooms-katholiek
A.Z.L.,,Leiden,Voetbal,1931,,Neutraal
A.Z.V. (Allen Zegevierend Voorwaarts),,Amsterdam,Voetbal,1940,1943,Neutraal
Baambrugge,Attila,Baambrugge,Voetbal,1932,1938,Neutraal
Baardwijk,,Baardwijk,Voetbal,1921,,Rooms-katholiek
Baardwijk,Juliana,Waalwijk,Voetbal,1919,,Neutraal
Baarlesche Boys,Nassau,Baarle-Nassau,Voetbal,1938,1939,Rooms-katholiek
Baarlo,,Baarlo,Voetbal,1927,,Rooms-katholiek
Baarlo,,Baarlo,Voetbal,1911,1912,Neutraal
Baarlo,,Baarlo,Voetbal,1920,,Rooms-katholiek
Baarn,Steeds Voorwaarts,Baarn,Voetbal,1908,,Neutraal
Baarnsche Boys,Victoria,Baarn,Voetbal,1922,1933,Neutraal
B.A.C.,,Leeuwarden,Voetbal,1938,,Neutraal
B.A.C.,B.A.S.,Rotterdam,Voetbal,1934,1938,Neutraal
B.A.C. (Buiksloot Amsterdam Combinatie),,Buiksloot (Amsterdam),Voetbal,1925,1927,Neutraal
Backershagen,,Wassenaar,Voetbal,1914,1916,Rooms-katholiek
Baflo,,Baflo,Voetbal,1933,,Neutraal
Bakhuizen,B.V.C.,Bakhuizen,Voetbal,1923,1940,Rooms-katholiek
Bakkeveen,H.M.S. (Houdt Moedig Stand),Bakkeveen,Voetbal,1929,,Neutraal
Balgoy,Jonge Kracht,Balgoij,Voetbal,1937,,Rooms-katholiek
Bali,,Amsterdam,Voetbal,1928,1936,Neutraal
Balk,,Balk,Voetbal,1932,1941,Neutraal
Balkbrug,,Balkbrug,Voetbal,1927,,Neutraal
Balkbrug,,Balkbrug,Voetbal,1922,,Neutraal
Banholt,,Banholt,Voetbal,1936,1940,Rooms-katholiek
Banholtia,,Banholt,Voetbal,1927,1931,Rooms-katholiek
Bank Associatie,,Amsterdam,Voetbal,1920,1933,Neutraal
Banknatio,,Amsterdam,Voetbal,1930,1933,Neutraal
Banko,,Den Haag,Voetbal,1921,1924,Neutraal
Banku,,Utrecht ?,Voetbal,1931,1931,Neutraal
Bar Kochba,,Hilversum,Voetbal,1921,,Joods
Barendrecht,D.E.T.O.,Barendrecht,Voetbal,1926,1934,Neutraal
Bareveld,,Bareveld,Voetbal,1936,1938,Neutraal
Bareveld,,Bareveld,Voetbal,1922,1924,Neutraal
Barneveld,,Barneveld,Voetbal,1936,,Neutraal
Barneveld,,Barneveld,Voetbal,1938,1939,Rooms-katholiek
Barneveldsche Boys,Excelsior,Barneveld,Voetbal,1928,1929,Neutraal
Baronie,Oranje Wit,Breda,Voetbal,1918,1920,Rooms-katholiek
Baronsbergen,,Baronsbergen,Voetbal,1935,1940,Neutraal
Barsingerhorn,Voorwaarts,Barsingerhorn,Voetbal,1922,1928,Neutraal
Barsingerhorn,,Barsingerhorn,Voetbal,1938,,Neutraal
B.A.S.,Rembrandt,Den Haag,Voetbal,1937,1940,Neutraal
B.A.S.,G.B.F.,Rotterdam,Voetbal,1932,1933,Neutraal
B.A.S.,Blauw Zwart,Rotterdam,Voetbal,1922,1927,Neutraal
Batauw,E.M.M.,Elst Gl,Voetbal,1916,1919,Neutraal
Batavia,,Batenburg,Voetbal,1930,1939,Rooms-katholiek
Batavier,Achilles,Amsterdam,Voetbal,1920,1922,Neutraal
Batavieren,,Tiel,Voetbal,1926,,Rooms-katholiek
Bato,,Winschoten,Voetbal,1920,,Neutraal
Bato,,Leeuwarden,Voetbal,1900,1902,Neutraal
Batouwe,,Haalderen,Voetbal,1920,1922,Rooms-katholiek
Batouwers,G.S.V.,Geldermalsen,Voetbal,1920,1928,Neutraal
Batouwers,G.V.V.,Geldermalsen,Voetbal,1912,1915,Neutraal
B.A.U.B.,,Utrecht?,Voetbal,1920,1920,Neutraal
B.A.V.C.,Bontebok,Bontebok,Voetbal,1934,1938,Neutraal
Bavel,B.V.C.,Bavel,Voetbal,1923,1941,Rooms-katholiek
Bavel,V.V.V.,Bavel,Voetbal,1937,,Rooms-katholiek
Bavos (BAkelsche VOetbal Sport),,Bakel,Voetbal,1933,,Rooms-katholiek
B.A.V.V.,,Bennekom,Voetbal,1931,1941,Neutraal
B.B.,Steeds Hooger,Den Bosch,Voetbal,1932,1936,Neutraal
B.B.,M.F.C.,Amsterdam,Voetbal,1931,1933,Neutraal
B.B.M.,,Breda,Voetbal,1921,1924,Neutraal
B.C.,R.K.V.B.C.,Barger-Compascuum,Voetbal,1932,1936,Rooms-katholiek
B.C.,,Barger-Compascuum,Voetbal,1930,1939,Neutraal
B.C.O.,B.O.C.,Rotterdam,Voetbal,1934,,Neutraal
B.C.S.V.,B.S.V.,Borne,Voetbal,1932,,Protestants-christelijk
B.D.K. (Bok De Korver),Bok de Korver,Amsterdam,Voetbal,1928,,Neutraal
B.D.T. (Biedt Dapper Tegenstand),H.D.S.,Den Haag,Voetbal,1932,1937,Neutraal
Be Fair,,Hilversum,Voetbal,1922,1930,Rooms-katholiek
Be Fair,,Breda,Voetbal,1938,,Rooms-katholiek
Be Quick,,Groningen,Voetbal,1887,,Neutraal
Be Quick,,Hilversum,Voetbal,1918,1922,Rooms-katholiek
Be Quick,,Zutphen,Voetbal,1902,,Neutraal
Be Quick,,Berg en Terblijt,Voetbal,1917,1922,Rooms-katholiek
Be Quick,,Den Bosch,Voetbal,1900,1900,Neutraal
Be Quick,,Rosmalen,Voetbal,1930,1933,Rooms-katholiek
Be Quick,De Ploeg,Soest,Voetbal,1926,,Rooms-katholiek
Be Quick,,Hoogeveen,Voetbal,1932,1933,Protestants-christelijk
Be Quick,,Dordrecht,Voetbal,1904,1904,Neutraal
Be Quick,,Ammerzoden,Voetbal,1929,,Rooms-katholiek
Be Quick,,Barneveld,Voetbal,1895,,Neutraal
Be Ready,,Hank,Voetbal,1927,,Rooms-katholiek
Be Safe,,Rotterdam,Voetbal,1930,1933,Rooms-katholiek
Beatrix,D.V.O.,Breda,Voetbal,1935,,Rooms-katholiek
Beatrix,Eendracht,Spekholzerheide,Voetbal,1939,1939,Neutraal
B.E.C.,Blauw Wit,Delft,Voetbal,1916,,Neutraal
B.E.C. (Blauw Wit Excelsior Combinatie),,Utrecht,Voetbal,1939,,Protestants-christelijk
Bedum,B.F.C.,Bedum,Voetbal,1920,1923,Neutraal
Bedum,B.V.C.,Bedum,Voetbal,1933,,Neutraal
Beegden,Excelsior,Beegden,Voetbal,1932,,Rooms-katholiek
Beegter Boys,,Grevenbicht,Voetbal,1927,1929,Rooms-katholiek
Beek Vooruit,,Beek (Prinsenbeek),Voetbal,1932,,Rooms-katholiek
Beek Vooruit,,Beek (Prinsenbeek),Voetbal,1913,1920,Neutraal
Beekbergen,,Beekbergen,Voetbal,1930,,Neutraal
Beekbergen,B.V.C.,Beekbergen,Voetbal,1920,1925,Neutraal
Beemster,B.F.C.,Middenbeemster,Voetbal,1922,1924,Neutraal
Beemster,,Middenbeemster,Voetbal,1926,,Neutraal
Beers,V.I.O.S.,Beers,Voetbal,1920,1925,Rooms-katholiek
Beers Boys (zaterdag),,Den Haag,Voetbal,1935,1941,Neutraal
Beersche Boys,B.S.V.,Middelbeers,Voetbal,1930,1936,Rooms-katholiek
Beersdalia,,Beersdal (Heerlen),Voetbal,1926,1932,Neutraal
Beerta,B.S.V.,Beerta,Voetbal,1929,1935,Neutraal
Beerta,Take Care,Beerta,Voetbal,1923,1928,Neutraal
Beesd,,Beesd,Voetbal,1935,1936,Neutraal
Beesel,B.V.V.,Beesel,Voetbal,1924,1924,Rooms-katholiek
B.E.G. (Bijenkorf En Garven),H.P.V.C. (Hengelosche Patronaats Voetbalclub,Hengelo,Voetbal,1930,1943,Rooms-katholiek
Beilen,Beiler Boys,Beilen,Voetbal,1930,,Neutraal
B.E.K. (zaterdag),,Rotterdam,Voetbal,1927,,Neutraal
Belcrum,Blauw Wit ,Teteringen bij Breda,Voetbal,1920,1927,Neutraal
Belfeld,Geel Zwart,Belfeld,Voetbal,1921,1941,Rooms-katholiek
Belfeldia,,Belfeld,Voetbal,1924,,Rooms-katholiek
Belfeldia,,Belfeld,Voetbal,1922,1923,Rooms-katholiek
Belgische Park,,Den Haag,Voetbal,1926,1934,Neutraal
Bell Telefoon,,Den Haag,Voetbal,1939,1942,Neutraal
Bellingwolde,,Bellingwolde,Voetbal,1921,1923,Neutraal
Bellingwolde,Quick,Bellingwolde,Voetbal,1928,,Neutraal
Belv&#233;d&#232;re,B.S.V.,Rotterdam,Voetbal,1931,,Neutraal
Bemmel,,Bemmel,Voetbal,1921,,Neutraal
Bemmel,Tavenu,Bemmel,Voetbal,1920,1922,Rooms-katholiek
Beneden Ooster,,Veendam,Voetbal,1936,1938,Neutraal
Bennebroek,,Bennebroek,Voetbal,1920,1932,Neutraal
Bennekom,,Bennekom,Voetbal,1918,1920,Neutraal
Bennekomsche Boys,,Bennekom,Voetbal,1921,1927,Neutraal
Benneveld,S.D.O.,Benneveld,Voetbal,1928,1931,Neutraal
Bensdorp,,Amsterdam,Voetbal,1912,1913,Neutraal
Bensdorp-Ripolin,,Amsterdam,Voetbal,1913,1916,Neutraal
Benzenrader Boys,,Benzenrade (Heerlen),Voetbal,1934,1940,Rooms-katholiek
Berdos (BERgensche DOelschutterS),,Bergen Nh,Voetbal,1932,,Rooms-katholiek
Beresteijn,,Voorschoten,Voetbal,1919,1922,Neutraal
Beresteyn,,Voorschoten,Voetbal,1933,,Neutraal
Berg,Be Quick,Berg en Terblijt,Voetbal,1928,,Rooms-katholiek
Bergambacht,,Bergambacht,Voetbal,1921,1924,Neutraal
Bergambacht,De Zwaluwen,Bergambacht,Voetbal,1933,,Neutraal
Berge en Dal (B. en D.),,Reusel,Voetbal,1915,,Rooms-katholiek
Bergeijk,B.V.V.,Bergeijk,Voetbal,1928,,Rooms-katholiek
Bergen,B.S.V. (Berger Sport Vereeniging),Bergen Nh,Voetbal,1920,,Neutraal
Bergen,,Bergen Nh,Voetbal,1922,1926,Rooms-katholiek
Bergen op Zoomsche footballclub Unitas,,Bergen op Zoom,Voetbal,1895,1899,Neutraal
Bergh,,'s-Heerenberg,Voetbal,1920,1927,Neutraal
Bergh,B.V.C.,'s-Heerenberg,Voetbal,1918,1923,Neutraal
Berghem,,Berghem,Voetbal,1934,1939,Rooms-katholiek
Berghem Sport,,Berghem,Voetbal,1939,,Neutraal
Bergia,,Vijlen,Voetbal,1921,1923,Rooms-katholiek
Bergia,,Bergen op Zoom,Voetbal,1921,1924,Neutraal
Bergman-Bergnet,,Amsterdam,Voetbal,1922,1923,Neutraal
Bergpolder,D.V.S.,Rotterdam,Voetbal,1938,1940,Neutraal
Bergsche Boys,Eendracht,'s-Heerenberg,Voetbal,1928,1945,Neutraal
Bergsche Boys,D.O.S.B.,Bergen op Zoom,Voetbal,1916,1927,Neutraal
Bergsche Boys,,Bergen op Zoom,Voetbal,1934,1936,Rooms-katholiek
Bergum,B.V.V.,Bergum,Voetbal,1923,1928,Neutraal
Bergum,,Bergum,Voetbal,1931,,Neutraal
Bergumerheide,Jong Frisia,Bergumerheide,Voetbal,1926,1933,Neutraal
Berkdijk,,Berkdijk,Voetbal,1937,1939,Rooms-katholiek
Berkdijk,,Kaatsheuvel,Voetbal,1917,1927,Neutraal
Berkdijk,,Berkdijk (Kaatsheuvel),Voetbal,1925,1927,Neutraal
Berkel,,Berkel Zh,Voetbal,1930,1940,Neutraal
Berkel-Enschoot,,Berkel-Enschot,Voetbal,1929,1941,Rooms-katholiek
Berkelstreek,,Borculo,Voetbal,1924,1924,Neutraal
Berkenrode,,Heemstede,Voetbal,1913,1917,Neutraal
Berkhout,,Berkhout,Voetbal,1930,,Neutraal
Berlicum,V.V.B.,Berlicum,Voetbal,1940,,Neutraal
Bernetberg,,Amsterdam,Voetbal,1923,1924,Neutraal
B.E.S. (Borkel En Schaft),O.N.A.,Borkel en Schaft (Valkenswaard),Voetbal,1932,,Rooms-katholiek
Besoyen,R.W.B. (Rood Wit Blauw),Besoijen (Waalwijk),Voetbal,1913,,Neutraal
Best,Wilhelmina,Best,Voetbal,1919,1923,Rooms-katholiek
Best,Best Vooruit,Best,Voetbal,1919,,Neutraal
Best Vooruit,,Best,Voetbal,1914,1915,Neutraal
Best Vooruit,,Best,Voetbal,1926,1927,Rooms-katholiek
Best Vooruit,,Best,Voetbal,1930,,Rooms-katholiek
Besterd,,Tilburg,Voetbal,1927,,Rooms-katholiek
Besterd,,Tilburg,Voetbal,1915,1916,Neutraal
Besterds Belang,,Tilburg,Voetbal,1920,1926,Neutraal
Bestevaer,,Amsterdam,Voetbal,1927,1928,Neutraal
Bestevaer,,Amsterdam,Voetbal,1931,1935,Neutraal
Betuwezoom,,Elden,Voetbal,1923,1925,Neutraal
Beugen,Tubantia,Beugen,Voetbal,1938,,Rooms-katholiek
Beusichem,,Beusichem,Voetbal,1935,1939,Neutraal
Beverwijk,S.D.O. (Samenspel Doet Overwinnen)//Meerenstein,Beverwijk,Voetbal,1919,,Rooms-katholiek
Beverwijk,Rood Wit,Beverwijk,Voetbal,1912,1913,Neutraal
Beverwijk (com),,Beverwijk,Voetbal,1933,1933,Socialistisch
Bezuidenhout,S.S.S.,Den Haag,Voetbal,1926,1927,Neutraal
Bezuidenhout,,Den Haag,Voetbal,1939,1940,Neutraal
